,mesa,CONSENSO FEDERAL,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,FRENTE DE TODOS,FRENTE NOS,JUNTOS POR EL CAMBIO,CONSENSO FEDERAL cant,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD cant,FRENTE DE TODOS cant,FRENTE NOS cant,JUNTOS POR EL CAMBIO cant,localidad,school,pmale,pfemale,18-25,25-35,35-45,45-55,55-65,65-75,>75,18-25_m,25-35_m,35-45_m,45-55_m,55-65_m,65-75_m,>75_m,18-25_f,25-35_f,35-45_f,45-55_f,55-65_f,65-75_f,>75_f
162,163,0.021660649819494584,0.032490974729241874,0.4657039711191336,0.018050541516245487,0.4620938628158845,6,9,129,5,128,VILLA ASTOLFI,ESCUELA COMUNITARIA VILLA ASTOLFI,47.714285714285715,52.28571428571429,23.976608187134506,21.345029239766077,19.298245614035086,13.450292397660814,13.742690058479534,5.263157894736842,2.9239766081871337,24.431818181818183,19.88636363636364,17.045454545454547,14.204545454545455,13.636363636363635,7.954545454545454,2.8409090909090913,23.49397590361446,22.891566265060238,21.686746987951807,12.650602409638553,13.855421686746988,2.409638554216868,3.0120481927710845
163,164,0.038461538461538464,0.027972027972027972,0.3356643356643357,0.013986013986013986,0.583916083916084,11,8,96,4,167,VILLA ASTOLFI,ESCUELA COMUNITARIA VILLA ASTOLFI,51.42857142857142,48.57142857142857,26.16279069767442,20.05813953488372,18.313953488372096,16.569767441860467,9.593023255813952,5.813953488372092,3.4883720930232562,24.852071005917157,22.485207100591715,21.301775147929,15.976331360946743,5.9171597633136095,5.325443786982249,4.142011834319527,27.42857142857143,17.714285714285708,15.428571428571427,17.142857142857142,13.142857142857142,6.285714285714287,2.8571428571428568
164,165,0.018867924528301886,0.03773584905660377,0.32075471698113206,0.0,0.6226415094339622,1,2,17,0,33,VILLA ASTOLFI,ESCUELA COMUNITARIA VILLA ASTOLFI,57.57575757575758,42.42424242424242,24.24242424242424,18.181818181818183,13.636363636363635,24.24242424242424,10.606060606060606,4.545454545454546,4.545454545454546,28.57142857142857,10.714285714285714,17.857142857142858,21.428571428571427,10.714285714285714,7.142857142857142,3.571428571428571,21.052631578947366,23.684210526315788,10.526315789473683,26.315789473684212,10.526315789473683,2.631578947368421,5.263157894736842
165,166,0.06115107913669065,0.017985611510791366,0.5215827338129496,0.017985611510791366,0.381294964028777,17,5,145,5,106,PILAR,INST. ALMAFUERTE/N.S.DE FATIMA,51.14285714285714,48.85714285714285,23.78223495702006,25.214899713467048,23.20916905444126,10.31518624641834,10.028653295128938,4.584527220630372,2.8653295128939833,21.176470588235293,28.235294117647058,24.117647058823533,9.411764705882351,10.588235294117649,2.9411764705882346,3.5294117647058822,26.256983240223466,22.3463687150838,22.3463687150838,11.1731843575419,9.497206703910614,6.145251396648043,2.23463687150838
166,167,0.03717472118959108,0.03345724907063197,0.4795539033457249,0.0,0.44981412639405205,10,9,129,0,121,PILAR,INST. ALMAFUERTE/N.S.DE FATIMA,53.42857142857142,46.57142857142857,24.855491329479772,21.098265895953762,19.653179190751445,12.427745664739886,12.716763005780347,3.757225433526012,5.491329479768787,21.875,18.75,21.25,13.125,13.125,5.625,6.25,27.41935483870968,23.11827956989247,18.27956989247312,11.827956989247312,12.365591397849462,2.1505376344086025,4.838709677419356
167,168,0.049429657794676805,0.022813688212927757,0.4600760456273764,0.015209125475285171,0.4524714828897338,13,6,121,4,119,PILAR,INST. ALMAFUERTE/N.S.DE FATIMA,55.714285714285715,44.28571428571429,23.18840579710145,22.318840579710145,20.28985507246377,15.072463768115945,10.434782608695652,5.217391304347826,3.4782608695652173,20.91503267973856,25.490196078431374,17.647058823529417,13.071895424836605,13.071895424836605,5.2287581699346415,4.575163398692809,25.0,19.791666666666664,22.395833333333336,16.666666666666664,8.333333333333332,5.208333333333334,2.604166666666667
168,169,0.02867383512544803,0.021505376344086023,0.5232974910394266,0.007168458781362007,0.41935483870967744,8,6,146,2,117,PILAR,INST. ALMAFUERTE/N.S.DE FATIMA,46.28571428571429,53.714285714285715,24.495677233429394,20.461095100864554,20.172910662824208,14.121037463976945,11.52737752161383,5.187319884726224,4.034582132564841,25.806451612903228,18.27956989247312,21.505376344086017,13.978494623655912,9.13978494623656,5.913978494623656,5.376344086021504,22.981366459627328,22.981366459627328,18.633540372670808,14.285714285714285,14.285714285714285,4.3478260869565215,2.4844720496894412
169,170,0.04887218045112782,0.015037593984962405,0.4774436090225564,0.015037593984962405,0.44360902255639095,13,4,127,4,118,PILAR,INST. ALMAFUERTE/N.S.DE FATIMA,47.714285714285715,52.28571428571429,23.615160349854232,23.9067055393586,17.49271137026239,13.411078717201164,11.370262390670554,4.956268221574344,5.247813411078718,20.786516853932586,25.280898876404496,19.662921348314608,11.235955056179774,10.112359550561797,6.741573033707866,6.179775280898876,26.66666666666667,22.424242424242426,15.151515151515152,15.757575757575754,12.727272727272727,3.0303030303030303,4.242424242424243
170,171,0.038910505836575876,0.0038910505836575876,0.490272373540856,0.01556420233463035,0.45136186770428016,10,1,126,4,116,PILAR,INST. ALMAFUERTE/N.S.DE FATIMA,46.85714285714286,53.14285714285714,21.22093023255814,20.05813953488372,23.255813953488367,12.790697674418604,11.33720930232558,6.395348837209302,4.941860465116279,21.195652173913047,20.65217391304348,22.82608695652174,12.5,10.869565217391305,6.521739130434782,5.434782608695652,21.25,19.375,23.75,13.125,11.875,6.25,4.375
171,172,0.04827586206896552,0.020689655172413793,0.43103448275862066,0.03793103448275862,0.46206896551724136,14,6,125,11,134,PILAR,INST. ALMAFUERTE/N.S.DE FATIMA,53.14285714285714,46.85714285714286,24.198250728862966,25.07288629737609,14.868804664723035,17.20116618075802,10.495626822157435,5.247813411078718,2.915451895043732,20.625,23.125,18.75,16.875,11.25,6.25,3.125,27.322404371584703,26.775956284153015,11.475409836065571,17.486338797814213,9.836065573770492,4.371584699453551,2.7322404371584703
172,173,0.06405693950177936,0.02491103202846975,0.38434163701067614,0.017793594306049824,0.5088967971530249,18,7,108,5,143,PILAR,INST. ALMAFUERTE/N.S.DE FATIMA,47.714285714285715,52.28571428571429,23.919308357348704,18.443804034582133,18.443804034582133,13.544668587896252,12.96829971181556,7.780979827089339,4.899135446685879,24.590163934426233,19.672131147540984,16.939890710382517,13.661202185792352,12.021857923497267,8.743169398907106,4.371584699453551,23.170731707317074,17.073170731707318,20.1219512195122,13.414634146341465,14.02439024390244,6.707317073170732,5.487804878048781
173,174,0.04240282685512368,0.02120141342756184,0.4664310954063604,0.024734982332155476,0.4452296819787986,12,6,132,7,126,PILAR,INST. ALMAFUERTE/N.S.DE FATIMA,54.57142857142857,45.42857142857143,20.869565217391305,22.89855072463768,17.971014492753625,15.36231884057971,10.434782608695652,8.405797101449275,4.057971014492753,19.230769230769234,22.43589743589744,17.307692307692307,16.666666666666664,8.974358974358974,10.256410256410255,5.128205128205128,22.222222222222218,23.280423280423285,18.51851851851852,14.285714285714285,11.640211640211643,6.878306878306877,3.1746031746031744
174,175,0.0425531914893617,0.014184397163120567,0.5106382978723404,0.024822695035460994,0.4078014184397163,12,4,144,7,115,PILAR,INST. ALMAFUERTE/N.S.DE FATIMA,47.42857142857143,52.57142857142857,22.94117647058824,21.47058823529412,25.882352941176478,13.235294117647062,8.529411764705884,5.882352941176469,2.0588235294117645,24.30939226519337,21.546961325966848,28.176795580110497,9.944751381215472,8.839779005524859,5.524861878453039,1.6574585635359116,21.383647798742142,21.383647798742142,23.270440251572328,16.9811320754717,8.176100628930818,6.289308176100628,2.515723270440252
175,176,0.04198473282442748,0.04198473282442748,0.42748091603053434,0.015267175572519083,0.4732824427480916,11,11,112,4,124,PILAR,ESCUELA EP N°35,51.14285714285714,48.85714285714285,20.869565217391305,24.347826086956523,20.0,13.043478260869565,12.173913043478262,6.086956521739131,3.4782608695652173,19.642857142857142,25.0,16.071428571428573,17.857142857142858,10.714285714285714,5.952380952380952,4.761904761904762,22.033898305084747,23.728813559322035,23.728813559322035,8.47457627118644,13.559322033898303,6.214689265536723,2.2598870056497176
176,177,0.03125,0.020833333333333332,0.4618055555555556,0.003472222222222222,0.4826388888888889,9,6,133,1,139,PILAR,ESCUELA EP N°35,49.714285714285715,50.28571428571429,23.615160349854232,23.615160349854232,14.57725947521866,13.994169096209912,13.119533527696793,6.41399416909621,4.664723032069972,21.714285714285715,20.0,16.57142857142857,13.142857142857142,15.428571428571427,9.142857142857142,4.0,25.595238095238088,27.380952380952387,12.5,14.88095238095238,10.714285714285714,3.571428571428571,5.357142857142857
177,178,0.04887218045112782,0.015037593984962405,0.5,0.007518796992481203,0.42857142857142855,13,4,133,2,114,PILAR,ESCUELA EP N°35,52.57142857142857,47.42857142857143,24.64183381088825,22.34957020057307,23.20916905444126,12.607449856733524,8.022922636103152,6.59025787965616,2.5787965616045847,23.03030303030303,21.818181818181817,21.21212121212121,13.93939393939394,9.090909090909092,8.484848484848486,2.4242424242424243,26.08695652173913,22.82608695652174,25.0,11.41304347826087,7.065217391304348,4.891304347826087,2.717391304347826
178,179,0.018315018315018316,0.014652014652014652,0.4065934065934066,0.018315018315018316,0.5421245421245421,5,4,111,5,148,PILAR,ESCUELA EP N°35,49.42857142857143,50.57142857142857,27.82608695652174,16.52173913043478,20.28985507246377,15.072463768115945,10.434782608695652,6.376811594202898,3.4782608695652173,29.142857142857146,16.57142857142857,17.714285714285708,14.857142857142858,11.428571428571427,6.285714285714287,4.0,26.470588235294123,16.470588235294116,22.94117647058824,15.294117647058822,9.411764705882351,6.4705882352941195,2.9411764705882346
179,180,0.03546099290780142,0.028368794326241134,0.41843971631205673,0.014184397163120567,0.5035460992907801,10,8,118,4,142,PILAR,ESCUELA EP N°35,47.14285714285714,52.85714285714286,23.976608187134506,21.637426900584803,18.128654970760234,17.543859649122805,9.064327485380117,5.263157894736842,4.385964912280701,25.82417582417583,21.428571428571427,17.032967032967033,18.68131868131868,6.593406593406594,6.043956043956044,4.395604395604397,21.875,21.875,19.375,16.25,11.875,4.375,4.375
180,181,0.02464788732394366,0.02464788732394366,0.4647887323943662,0.017605633802816902,0.46830985915492956,7,7,132,5,133,PILAR,ESCUELA EP N°35,52.85714285714286,47.14285714285714,25.072046109510087,23.34293948126801,21.902017291066283,12.391930835734868,8.069164265129682,5.187319884726224,4.034582132564841,24.539877300613494,21.47239263803681,23.926380368098158,12.269938650306747,9.202453987730062,3.6809815950920246,4.9079754601227,25.54347826086957,25.0,20.108695652173914,12.5,7.065217391304348,6.521739130434782,3.260869565217391
181,182,0.04710144927536232,0.021739130434782608,0.4420289855072464,0.010869565217391304,0.4782608695652174,13,6,122,3,132,PILAR,ESCUELA EP N°35,52.0,48.0,22.89855072463768,19.710144927536234,20.57971014492753,16.81159420289855,10.72463768115942,7.5362318840579725,1.7391304347826086,22.560975609756103,15.853658536585364,20.1219512195122,21.951219512195124,7.926829268292682,9.75609756097561,1.829268292682927,23.204419889502763,23.204419889502763,20.994475138121548,12.154696132596685,13.259668508287294,5.524861878453039,1.6574585635359116
182,183,0.021352313167259787,0.021352313167259787,0.4626334519572954,0.021352313167259787,0.47330960854092524,6,6,130,6,133,PILAR,ESCUELA EP N°35,48.0,52.0,21.551724137931032,22.1264367816092,21.83908045977012,15.804597701149426,10.344827586206897,6.321839080459771,2.0114942528735638,15.93406593406593,23.07692307692308,21.428571428571427,20.87912087912088,10.43956043956044,6.043956043956044,2.1978021978021984,27.710843373493976,21.084337349397593,22.289156626506024,10.240963855421684,10.240963855421684,6.626506024096386,1.8072289156626504
183,184,0.055762081784386616,0.040892193308550186,0.4349442379182156,0.01486988847583643,0.45353159851301117,15,11,117,4,122,PILAR,ESCUELA EP N°35,46.85714285714286,53.14285714285714,19.883040935672515,23.976608187134506,18.421052631578945,19.298245614035086,8.187134502923977,6.432748538011697,3.8011695906432745,20.108695652173914,21.73913043478261,16.304347826086953,23.369565217391305,7.608695652173914,6.521739130434782,4.3478260869565215,19.62025316455696,26.58227848101265,20.88607594936709,14.556962025316455,8.860759493670884,6.329113924050633,3.1645569620253164
184,185,0.0299625468164794,0.018726591760299626,0.4681647940074906,0.00749063670411985,0.4756554307116105,8,5,125,2,127,PILAR,ESCUELA EP N°35,53.42857142857142,46.57142857142857,21.965317919075147,23.69942196531792,18.786127167630056,17.052023121387286,8.38150289017341,4.624277456647398,5.491329479768787,19.753086419753085,27.160493827160487,15.432098765432098,16.666666666666664,9.876543209876543,3.7037037037037033,7.4074074074074066,23.91304347826087,20.65217391304348,21.73913043478261,17.391304347826086,7.065217391304348,5.434782608695652,3.804347826086957
185,186,0.05244755244755245,0.038461538461538464,0.3881118881118881,0.013986013986013986,0.506993006993007,15,11,111,4,145,PILAR,ESCUELA EP N°4,48.28571428571429,51.714285714285715,24.42528735632184,22.701149425287355,18.103448275862068,13.218390804597702,12.35632183908046,6.0344827586206895,3.160919540229885,27.222222222222218,23.33333333333333,16.11111111111111,15.555555555555555,8.888888888888891,6.111111111111112,2.7777777777777777,21.428571428571427,22.02380952380952,20.238095238095237,10.714285714285714,16.071428571428573,5.952380952380952,3.571428571428571
186,187,0.039285714285714285,0.010714285714285714,0.5178571428571429,0.02142857142857143,0.4107142857142857,11,3,145,6,115,PILAR,ESCUELA EP N°4,48.0,52.0,26.3768115942029,19.420289855072465,20.28985507246377,14.782608695652176,10.144927536231883,4.63768115942029,4.3478260869565215,26.66666666666667,19.44444444444445,21.66666666666667,12.222222222222221,8.888888888888891,6.111111111111112,5.0,26.060606060606066,19.393939393939394,18.787878787878785,17.575757575757574,11.515151515151516,3.0303030303030303,3.636363636363636
187,188,0.048507462686567165,0.029850746268656716,0.3843283582089552,0.018656716417910446,0.5186567164179104,13,8,103,5,139,PILAR,ESCUELA EP N°4,54.0,46.0,24.709302325581394,19.186046511627904,19.186046511627904,16.569767441860467,10.465116279069766,6.9767441860465125,2.9069767441860463,26.751592356687894,17.834394904458602,17.834394904458602,15.92356687898089,10.191082802547774,8.280254777070063,3.1847133757961785,22.994652406417114,20.32085561497326,20.32085561497326,17.11229946524064,10.695187165775401,5.882352941176469,2.6737967914438503
188,189,0.05514705882352941,0.01838235294117647,0.5,0.03308823529411765,0.39338235294117646,15,5,136,9,107,PILAR,ESCUELA EP N°4,52.85714285714286,47.14285714285714,23.495702005730664,23.495702005730664,17.478510028653297,12.320916905444125,11.461318051575933,8.595988538681947,3.151862464183381,28.04878048780488,20.73170731707317,18.29268292682927,11.585365853658535,9.146341463414632,9.146341463414632,3.0487804878048776,19.45945945945946,25.94594594594595,16.756756756756758,12.972972972972975,13.513513513513516,8.108108108108109,3.2432432432432434
189,190,0.04240282685512368,0.01060070671378092,0.5618374558303887,0.014134275618374558,0.3710247349823322,12,3,159,4,105,PILAR,ESCUELA EP N°4,53.42857142857142,46.57142857142857,28.448275862068968,22.988505747126432,16.666666666666664,15.517241379310345,9.195402298850574,4.597701149425287,2.586206896551724,25.925925925925927,24.074074074074073,15.432098765432098,14.814814814814813,9.876543209876543,5.5555555555555545,4.320987654320987,30.64516129032258,22.04301075268817,17.741935483870968,16.129032258064516,8.60215053763441,3.7634408602150535,1.0752688172043012
190,191,0.05,0.02142857142857143,0.5,0.007142857142857143,0.42142857142857143,14,6,140,2,118,PILAR,ESCUELA EP N°4,48.85714285714285,51.14285714285714,22.02898550724637,21.44927536231884,20.57971014492753,15.65217391304348,10.72463768115942,5.217391304347826,4.3478260869565215,24.293785310734464,19.209039548022602,23.16384180790961,15.254237288135593,9.039548022598868,4.519774011299434,4.519774011299434,19.642857142857142,23.809523809523807,17.857142857142858,16.071428571428573,12.5,5.952380952380952,4.166666666666666
