,mesa,CONSENSO FEDERAL,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,FRENTE DE TODOS,FRENTE NOS,JUNTOS POR EL CAMBIO,CONSENSO FEDERAL cant,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD cant,FRENTE DE TODOS cant,FRENTE NOS cant,JUNTOS POR EL CAMBIO cant,localidad,school,pmale,pfemale,18-25,25-35,35-45,45-55,55-65,65-75,>75,18-25_m,25-35_m,35-45_m,45-55_m,55-65_m,65-75_m,>75_m,18-25_f,25-35_f,35-45_f,45-55_f,55-65_f,65-75_f,>75_f
111,112,0.05964912280701754,0.056140350877192984,0.36140350877192984,0.010526315789473684,0.512280701754386,17,16,103,3,146,PILAR,COLEGIO M.DEL DIVINO PASTOR,49.42857142857143,50.57142857142857,13.544668587896252,19.884726224783858,26.224783861671465,10.662824207492797,13.832853025936599,10.086455331412104,5.763688760806915,11.363636363636365,18.181818181818183,24.431818181818183,11.931818181818182,15.340909090909092,11.931818181818182,6.8181818181818175,15.789473684210524,21.637426900584803,28.070175438596486,9.35672514619883,12.280701754385964,8.187134502923977,4.678362573099415
112,113,0.01893939393939394,0.05303030303030303,0.4053030303030303,0.03787878787878788,0.48484848484848486,5,14,107,10,128,PILAR,COLEGIO M.DEL DIVINO PASTOR,49.42857142857143,50.57142857142857,16.52173913043478,23.47826086956522,22.02898550724637,12.173913043478262,11.594202898550725,6.086956521739131,8.115942028985506,16.666666666666664,22.41379310344828,21.26436781609195,14.367816091954026,9.195402298850574,5.747126436781608,10.344827586206897,16.374269005847953,24.561403508771928,22.807017543859647,9.941520467836256,14.035087719298243,6.432748538011697,5.847953216374267
113,114,0.03759398496240601,0.03007518796992481,0.41353383458646614,0.011278195488721804,0.5075187969924813,10,8,110,3,135,PILAR,COLEGIO M.DEL DIVINO PASTOR,48.0,52.0,17.86743515850144,21.32564841498559,21.037463976945244,14.121037463976945,13.25648414985591,6.916426512968299,5.475504322766571,17.777777777777782,18.33333333333333,20.555555555555557,13.333333333333336,15.555555555555555,6.111111111111112,8.333333333333332,17.964071856287426,24.550898203592812,21.556886227544908,14.97005988023952,10.778443113772457,7.7844311377245505,2.395209580838324
114,115,0.03067484662576687,0.024539877300613498,0.37423312883435583,0.018404907975460124,0.5521472392638037,5,4,61,3,90,PILAR,COLEGIO M.DEL DIVINO PASTOR,46.96969696969697,53.03030303030303,20.304568527918786,19.289340101522843,22.84263959390863,11.6751269035533,8.629441624365482,10.659898477157359,6.598984771573606,16.346153846153847,20.19230769230769,25.0,9.615384615384617,8.653846153846152,13.461538461538463,6.730769230769232,24.731182795698924,18.27956989247312,20.43010752688172,13.978494623655912,8.60215053763441,7.526881720430107,6.451612903225807
115,116,0.054878048780487805,0.018292682926829267,0.38414634146341464,0.006097560975609756,0.5365853658536586,9,3,63,1,88,PILAR,COLEGIO M.DEL DIVINO PASTOR,50.0,50.0,14.646464646464649,17.676767676767682,17.676767676767682,16.161616161616163,17.17171717171717,9.595959595959595,7.070707070707071,12.12121212121212,17.17171717171717,21.21212121212121,19.19191919191919,17.17171717171717,7.070707070707071,6.0606060606060606,17.17171717171717,18.181818181818183,14.141414141414142,13.131313131313133,17.17171717171717,12.12121212121212,8.080808080808081
116,117,0.013937282229965157,0.041811846689895474,0.5121951219512195,0.017421602787456445,0.4146341463414634,4,12,147,5,119,VILLA ASTOLFI,ESCUELA EP N°23/EES N°11,51.42857142857142,48.57142857142857,26.956521739130434,19.710144927536234,20.57971014492753,14.492753623188404,9.565217391304348,6.376811594202898,2.318840579710145,26.946107784431142,17.964071856287426,20.35928143712575,13.17365269461078,10.778443113772457,7.185628742514971,3.5928143712574854,26.966292134831463,21.34831460674157,20.786516853932586,15.730337078651687,8.426966292134832,5.617977528089887,1.1235955056179776
117,118,0.045112781954887216,0.015037593984962405,0.47368421052631576,0.011278195488721804,0.4548872180451128,12,4,126,3,121,VILLA ASTOLFI,ESCUELA EP N°23/EES N°11,47.14285714285714,52.85714285714286,26.66666666666667,25.217391304347824,16.231884057971012,16.52173913043478,8.695652173913043,4.057971014492753,2.608695652173913,26.923076923076927,23.626373626373624,16.483516483516482,16.483516483516482,9.89010989010989,3.8461538461538463,2.7472527472527477,26.380368098159515,26.993865030674854,15.950920245398773,16.56441717791411,7.361963190184048,4.294478527607362,2.4539877300613497
118,119,0.030821917808219176,0.023972602739726026,0.4452054794520548,0.010273972602739725,0.4897260273972603,9,7,130,3,143,VILLA ASTOLFI,ESCUELA EP N°23/EES N°11,51.714285714285715,48.28571428571429,21.15942028985507,24.057971014492754,20.57971014492753,15.36231884057971,11.014492753623188,5.217391304347826,2.608695652173913,23.49397590361446,19.87951807228916,20.48192771084337,16.867469879518072,11.445783132530119,5.421686746987952,2.409638554216868,18.994413407821227,27.93296089385475,20.670391061452516,13.966480446927376,10.614525139664805,5.027932960893856,2.793296089385475
119,120,0.034482758620689655,0.010344827586206896,0.4896551724137931,0.020689655172413793,0.44482758620689655,10,3,142,6,129,VILLA ASTOLFI,ESCUELA EP N°23/EES N°11,54.28571428571429,45.714285714285715,21.22093023255814,22.09302325581395,21.51162790697675,14.244186046511626,11.046511627906975,6.9767441860465125,2.9069767441860463,16.352201257861633,27.044025157232703,20.12578616352201,16.352201257861633,10.691823899371071,6.289308176100628,3.1446540880503147,25.40540540540541,17.83783783783784,22.7027027027027,12.432432432432432,11.35135135135135,7.5675675675675675,2.702702702702702
120,121,0.03237410071942446,0.03237410071942446,0.4568345323741007,0.014388489208633094,0.46402877697841727,9,9,127,4,129,VILLA ASTOLFI,ESCUELA EP N°23/EES N°11,50.28571428571429,49.714285714285715,18.367346938775512,20.699708454810494,21.865889212827987,13.702623906705536,13.119533527696793,8.16326530612245,4.081632653061225,22.485207100591715,18.93491124260355,20.118343195266274,10.059171597633137,13.017751479289943,10.059171597633137,5.325443786982249,14.367816091954026,22.41379310344828,23.5632183908046,17.24137931034483,13.218390804597702,6.321839080459771,2.8735632183908044
121,122,0.05673758865248227,0.0425531914893617,0.4148936170212766,0.01773049645390071,0.46808510638297873,16,12,117,5,132,VILLA ASTOLFI,ESCUELA EP N°23/EES N°11,47.42857142857143,52.57142857142857,22.448979591836732,24.781341107871718,20.11661807580175,14.285714285714285,10.20408163265306,6.705539358600582,1.4577259475218658,24.17582417582417,22.52747252747253,21.978021978021975,13.736263736263735,7.6923076923076925,7.142857142857142,2.7472527472527477,20.496894409937887,27.32919254658385,18.01242236024845,14.906832298136644,13.043478260869565,6.211180124223603,0.0
122,123,0.020905923344947737,0.027874564459930314,0.397212543554007,0.006968641114982578,0.5470383275261324,6,8,114,2,157,VILLA ASTOLFI,ESCUELA EP N°23/EES N°11,48.28571428571429,51.714285714285715,28.818443804034587,17.86743515850144,18.443804034582133,18.155619596541786,9.221902017291066,4.610951008645533,2.8818443804034577,30.0,16.666666666666664,15.0,19.44444444444445,11.111111111111109,5.0,2.7777777777777777,27.544910179640716,19.161676646706592,22.15568862275449,16.766467065868262,7.185628742514971,4.1916167664670665,2.9940119760479043
123,124,0.02197802197802198,0.029304029304029304,0.4175824175824176,0.003663003663003663,0.5274725274725275,6,8,114,1,144,VILLA ASTOLFI,ESCUELA EP N°23/EES N°11,49.714285714285715,50.28571428571429,25.217391304347824,23.18840579710145,17.391304347826086,15.942028985507244,7.246376811594202,6.376811594202898,4.63768115942029,26.744186046511626,20.348837209302324,19.186046511627904,13.372093023255813,6.9767441860465125,5.813953488372092,7.558139534883719,23.69942196531792,26.011560693641616,15.606936416184974,18.497109826589593,7.514450867052022,6.9364161849710975,1.7341040462427744
124,125,0.02491103202846975,0.02491103202846975,0.43416370106761565,0.017793594306049824,0.498220640569395,7,7,122,5,140,VILLA ASTOLFI,ESCUELA EP N°23/EES N°11,52.57142857142857,47.42857142857143,24.42528735632184,22.1264367816092,18.678160919540232,18.103448275862068,8.620689655172415,5.747126436781608,2.2988505747126435,24.84848484848485,20.60606060606061,23.03030303030303,20.0,4.848484848484849,4.848484848484849,1.818181818181818,24.043715846994534,23.497267759562842,14.754098360655734,16.393442622950822,12.021857923497267,6.557377049180328,2.7322404371584703
125,126,0.03508771929824561,0.028070175438596492,0.37543859649122807,0.017543859649122806,0.543859649122807,10,8,107,5,155,VILLA ASTOLFI,ESCUELA EP N°23/EES N°11,50.0,50.0,22.807017543859647,23.976608187134506,16.374269005847953,13.157894736842106,12.865497076023393,7.602339181286548,3.2163742690058483,19.298245614035086,22.222222222222218,19.298245614035086,12.280701754385964,11.695906432748535,9.35672514619883,5.847953216374267,26.315789473684212,25.730994152046787,13.450292397660814,14.035087719298243,14.035087719298243,5.847953216374267,0.5847953216374269
126,127,0.031578947368421054,0.017543859649122806,0.4105263157894737,0.021052631578947368,0.519298245614035,9,5,117,6,148,VILLA ASTOLFI,ESCUELA EP N°23/EES N°11,45.42857142857143,54.57142857142857,26.239067055393587,21.865889212827987,21.282798833819246,16.034985422740526,8.16326530612245,4.956268221574344,1.4577259475218658,23.809523809523807,22.75132275132275,23.280423280423285,15.873015873015873,8.465608465608465,4.232804232804233,1.5873015873015872,29.220779220779217,20.779220779220783,18.831168831168828,16.233766233766232,7.792207792207793,5.844155844155844,1.2987012987012987
127,128,0.0299625468164794,0.0149812734082397,0.41198501872659177,0.026217228464419477,0.5168539325842697,8,4,110,7,138,VILLA ASTOLFI,ESCUELA EP N°23/EES N°11,53.42857142857142,46.57142857142857,25.433526011560694,25.144508670520228,13.583815028901732,17.052023121387286,11.560693641618498,2.8901734104046244,4.335260115606936,30.0,22.5,10.0,17.5,11.875,2.5,5.625,21.505376344086017,27.41935483870968,16.666666666666664,16.666666666666664,11.29032258064516,3.2258064516129035,3.2258064516129035
128,129,0.03202846975088968,0.021352313167259787,0.298932384341637,0.010676156583629894,0.6370106761565836,9,6,84,3,179,VILLA ASTOLFI,ESCUELA EP N°23/EES N°11,47.42857142857143,52.57142857142857,29.65116279069768,22.38372093023256,18.023255813953487,13.372093023255813,8.720930232558139,4.941860465116279,2.9069767441860463,34.615384615384606,19.230769230769234,17.032967032967033,14.285714285714285,7.6923076923076925,3.8461538461538463,3.296703296703297,24.074074074074073,25.925925925925927,19.1358024691358,12.345679012345679,9.876543209876543,6.172839506172839,2.469135802469136
129,130,0.02456140350877193,0.017543859649122806,0.4070175438596491,0.031578947368421054,0.519298245614035,7,5,116,9,148,PILAR,ESCUELA EP N°36/ES N°22,50.85714285714285,49.14285714285714,21.865889212827987,20.40816326530612,19.825072886297377,16.3265306122449,10.495626822157435,5.830903790087462,5.247813411078718,19.87951807228916,18.072289156626507,19.27710843373494,18.072289156626507,10.240963855421684,7.2289156626506035,7.2289156626506035,23.728813559322035,22.598870056497177,20.33898305084746,14.689265536723163,10.734463276836157,4.519774011299434,3.3898305084745757
130,131,0.039568345323741004,0.014388489208633094,0.5179856115107914,0.014388489208633094,0.4136690647482014,11,4,144,4,115,PILAR,ESCUELA EP N°36/ES N°22,47.42857142857143,52.57142857142857,25.072046109510087,22.190201729106633,18.155619596541786,17.002881844380404,11.23919308357349,5.187319884726224,1.1527377521613833,24.590163934426233,19.672131147540984,16.939890710382517,19.672131147540984,12.021857923497267,6.0109289617486334,1.0928961748633879,25.609756097560968,25.0,19.51219512195122,14.02439024390244,10.365853658536585,4.2682926829268295,1.2195121951219512
131,132,0.054945054945054944,0.018315018315018316,0.5091575091575091,0.02197802197802198,0.3956043956043956,15,5,139,6,108,PILAR,ESCUELA EP N°36/ES N°22,48.57142857142857,51.42857142857142,27.53623188405797,24.63768115942029,17.101449275362317,14.492753623188404,9.565217391304348,5.507246376811594,1.1594202898550725,23.728813559322035,23.16384180790961,19.209039548022602,13.559322033898303,11.864406779661017,6.214689265536723,2.2598870056497176,31.54761904761905,26.190476190476193,14.88095238095238,15.476190476190474,7.142857142857142,4.761904761904762,0.0
132,133,0.02142857142857143,0.007142857142857143,0.4785714285714286,0.010714285714285714,0.48214285714285715,6,2,134,3,135,PILAR,ESCUELA EP N°36/ES N°22,52.28571428571429,47.714285714285715,30.52325581395349,17.732558139534884,15.406976744186045,15.69767441860465,13.372093023255813,4.651162790697675,2.6162790697674416,35.80246913580247,16.049382716049386,13.580246913580249,14.814814814814813,13.580246913580249,3.08641975308642,3.08641975308642,25.82417582417583,19.230769230769234,17.032967032967033,16.483516483516482,13.186813186813188,6.043956043956044,2.1978021978021984
133,134,0.031914893617021274,0.028368794326241134,0.43617021276595747,0.031914893617021274,0.4716312056737589,9,8,123,9,133,PILAR,ESCUELA EP N°36/ES N°22,51.14285714285714,48.85714285714285,29.23976608187134,18.128654970760234,16.95906432748538,16.95906432748538,11.111111111111109,3.8011695906432745,3.8011695906432745,24.550898203592812,20.95808383233533,15.568862275449105,14.371257485029941,14.97005988023952,4.790419161676646,4.790419161676646,33.714285714285715,15.428571428571427,18.285714285714285,19.428571428571427,7.428571428571429,2.8571428571428568,2.8571428571428568
134,135,0.020689655172413793,0.027586206896551724,0.4103448275862069,0.010344827586206896,0.5310344827586206,6,8,119,3,154,PILAR,ESCUELA EP N°36/ES N°22,44.85714285714285,55.14285714285714,20.99125364431487,26.822157434402328,19.825072886297377,13.702623906705536,9.329446064139944,5.830903790087462,3.498542274052478,22.75132275132275,31.216931216931208,16.402116402116402,12.16931216931217,9.523809523809524,4.232804232804233,3.7037037037037033,18.831168831168828,21.428571428571427,24.025974025974026,15.584415584415586,9.090909090909092,7.792207792207793,3.2467532467532463
135,136,0.048507462686567165,0.026119402985074626,0.4925373134328358,0.033582089552238806,0.39925373134328357,13,7,132,9,107,PILAR,ESCUELA EP N°36/ES N°22,50.57142857142857,49.42857142857143,21.345029239766077,22.807017543859647,19.298245614035086,16.374269005847953,10.526315789473683,6.432748538011697,3.2163742690058483,22.94117647058824,18.823529411764707,18.235294117647054,15.882352941176471,10.588235294117649,8.823529411764708,4.705882352941177,19.767441860465123,26.744186046511626,20.348837209302324,16.86046511627907,10.465116279069766,4.069767441860465,1.7441860465116281
136,137,0.02909090909090909,0.007272727272727273,0.5309090909090909,0.01818181818181818,0.41454545454545455,8,2,146,5,114,PILAR,ESCUELA EP N°36/ES N°22,52.28571428571429,47.714285714285715,22.190201729106633,23.05475504322766,19.020172910662826,16.42651296829971,11.52737752161383,6.051873198847263,1.7291066282420748,20.35928143712575,26.34730538922156,16.766467065868262,17.365269461077844,9.580838323353293,7.185628742514971,2.395209580838324,23.88888888888889,20.0,21.11111111111111,15.555555555555555,13.333333333333336,5.0,1.1111111111111112
137,138,0.017793594306049824,0.03202846975088968,0.4128113879003559,0.0071174377224199285,0.5302491103202847,5,9,116,2,149,PILAR,INSTITUTO ATLETICO PILAR,48.28571428571429,51.714285714285715,23.235294117647058,19.705882352941178,21.176470588235293,14.411764705882351,10.0,8.235294117647058,3.2352941176470598,19.88636363636364,19.88636363636364,23.295454545454547,14.772727272727273,10.227272727272727,7.954545454545454,3.977272727272727,26.82926829268293,19.51219512195122,18.902439024390247,14.02439024390244,9.75609756097561,8.536585365853659,2.4390243902439024
138,139,0.04609929078014184,0.01773049645390071,0.3900709219858156,0.02127659574468085,0.524822695035461,13,5,110,6,148,PILAR,INSTITUTO ATLETICO PILAR,48.57142857142857,51.42857142857142,25.72254335260116,22.832369942196532,18.497109826589593,16.76300578034682,9.53757225433526,5.202312138728324,1.4450867052023122,26.404494382022467,17.97752808988764,20.786516853932586,15.730337078651687,11.797752808988767,5.617977528089887,1.6853932584269662,25.0,27.97619047619048,16.071428571428573,17.857142857142858,7.142857142857142,4.761904761904762,1.1904761904761905
139,140,0.05776173285198556,0.032490974729241874,0.34657039711191334,0.007220216606498195,0.555956678700361,16,9,96,2,154,PILAR,INSTITUTO ATLETICO PILAR,49.42857142857143,50.57142857142857,19.020172910662826,24.495677233429394,19.308357348703172,19.308357348703172,10.95100864553314,4.899135446685879,2.0172910662824206,16.57142857142857,26.857142857142854,20.0,20.57142857142857,10.285714285714283,3.428571428571429,2.2857142857142856,21.51162790697675,22.09302325581395,18.6046511627907,18.023255813953487,11.627906976744184,6.395348837209302,1.7441860465116281
140,141,0.04332129963898917,0.018050541516245487,0.3898916967509025,0.007220216606498195,0.5415162454873647,12,5,108,2,150,PILAR,INSTITUTO ATLETICO PILAR,46.57142857142857,53.42857142857142,27.167630057803464,23.98843930635838,18.786127167630056,14.161849710982661,9.826589595375722,2.8901734104046244,3.1791907514450863,28.10810810810811,25.94594594594595,17.83783783783784,11.891891891891891,10.27027027027027,2.1621621621621623,3.7837837837837838,26.08695652173913,21.73913043478261,19.87577639751553,16.770186335403732,9.316770186335404,3.7267080745341614,2.4844720496894412
141,142,0.05190311418685121,0.020761245674740483,0.4083044982698962,0.006920415224913495,0.5121107266435986,15,6,118,2,148,PILAR,INSTITUTO ATLETICO PILAR,49.14285714285714,50.85714285714285,23.919308357348704,24.20749279538905,18.73198847262248,17.002881844380404,9.221902017291066,6.051873198847263,0.8645533141210375,20.454545454545453,29.54545454545455,18.181818181818183,17.045454545454547,6.8181818181818175,6.25,1.7045454545454544,27.485380116959067,18.71345029239766,19.298245614035086,16.95906432748538,11.695906432748535,5.847953216374267,0.0
142,143,0.0072992700729927005,0.021897810218978103,0.38686131386861317,0.01824817518248175,0.5656934306569343,2,6,106,5,155,PILAR,INSTITUTO ATLETICO PILAR,52.28571428571429,47.714285714285715,28.40579710144928,21.73913043478261,15.65217391304348,15.942028985507244,9.855072463768117,5.797101449275362,2.608695652173913,31.325301204819283,22.891566265060238,15.06024096385542,14.457831325301207,8.433734939759036,4.819277108433735,3.0120481927710845,25.698324022346373,20.670391061452516,16.201117318435752,17.318435754189945,11.1731843575419,6.70391061452514,2.23463687150838
143,144,0.040740740740740744,0.014814814814814815,0.4444444444444444,0.018518518518518517,0.48148148148148145,11,4,120,5,130,PILAR,INSTITUTO ATLETICO PILAR,54.57142857142857,45.42857142857143,21.32564841498559,21.037463976945244,25.93659942363112,14.409221902017293,7.780979827089339,5.763688760806915,3.746397694524496,22.43589743589744,24.35897435897436,24.35897435897436,14.743589743589745,6.41025641025641,4.487179487179487,3.205128205128205,20.418848167539267,18.32460732984293,27.225130890052355,14.136125654450266,8.900523560209422,6.806282722513089,4.18848167539267
144,145,0.04363636363636364,0.03636363636363636,0.38545454545454544,0.01090909090909091,0.5236363636363637,12,10,106,3,144,PILAR,INSTITUTO ATLETICO PILAR,50.28571428571429,49.714285714285715,26.239067055393587,23.615160349854232,16.909620991253647,14.57725947521866,7.871720116618077,8.746355685131196,2.0408163265306123,26.315789473684212,22.222222222222218,15.789473684210524,15.204678362573096,8.187134502923977,9.35672514619883,2.9239766081871337,26.16279069767442,25.0,18.023255813953487,13.953488372093025,7.558139534883719,8.13953488372093,1.162790697674419
145,146,0.021505376344086023,0.021505376344086023,0.41935483870967744,0.014336917562724014,0.5232974910394266,6,6,117,4,146,PILAR,INSTITUTO ATLETICO PILAR,52.57142857142857,47.42857142857143,27.696793002915452,22.740524781341108,18.075801749271136,12.82798833819242,10.787172011661806,5.247813411078718,2.623906705539359,25.0,25.609756097560968,17.682926829268293,12.19512195121951,9.75609756097561,6.097560975609755,3.658536585365853,30.16759776536313,20.111731843575424,18.435754189944134,13.40782122905028,11.731843575418994,4.46927374301676,1.675977653631285
146,147,0.02247191011235955,0.0149812734082397,0.49812734082397003,0.011235955056179775,0.45318352059925093,6,4,133,3,121,PILAR,INSTITUTO ATLETICO PILAR,59.14285714285714,40.85714285714286,29.597701149425287,21.83908045977012,20.402298850574716,12.93103448275862,7.758620689655173,5.459770114942528,2.0114942528735638,33.098591549295776,21.12676056338028,21.12676056338028,12.676056338028168,6.338028169014084,4.929577464788731,0.7042253521126761,27.184466019417478,22.330097087378643,19.902912621359228,13.106796116504855,8.737864077669903,5.825242718446603,2.9126213592233015
147,148,0.021739130434782608,0.018115942028985508,0.5253623188405797,0.025362318840579712,0.40942028985507245,6,5,145,7,113,PILAR,CENTRO EDUCATIVO SAN JOSE,53.714285714285715,46.28571428571429,23.05475504322766,24.783861671469737,19.596541786743515,13.544668587896252,11.23919308357349,5.475504322766571,2.3054755043227666,19.87577639751553,29.192546583850927,16.770186335403732,14.906832298136644,11.801242236024844,5.590062111801243,1.8633540372670807,25.806451612903228,20.967741935483872,22.04301075268817,12.365591397849462,10.752688172043008,5.376344086021504,2.6881720430107525
148,149,0.04395604395604396,0.01098901098901099,0.5091575091575091,0.014652014652014652,0.42124542124542125,12,3,139,4,115,PILAR,CENTRO EDUCATIVO SAN JOSE,50.57142857142857,49.42857142857143,26.80115273775216,25.648414985590783,18.155619596541786,10.95100864553314,11.815561959654179,5.475504322766571,1.1527377521613833,23.976608187134506,26.315789473684212,13.450292397660814,15.789473684210524,14.035087719298243,5.847953216374267,0.5847953216374269,29.54545454545455,25.0,22.72727272727273,6.25,9.659090909090908,5.113636363636363,1.7045454545454544
149,150,0.04609929078014184,0.02127659574468085,0.4645390070921986,0.01773049645390071,0.450354609929078,13,6,131,5,127,PILAR,CENTRO EDUCATIVO SAN JOSE,55.42857142857143,44.57142857142857,25.0,23.255813953488367,17.732558139534884,14.244186046511626,11.627906976744184,5.813953488372092,2.3255813953488373,24.342105263157894,23.02631578947368,19.736842105263158,13.157894736842106,9.210526315789473,8.552631578947368,1.973684210526316,25.52083333333333,23.4375,16.145833333333336,15.104166666666664,13.541666666666664,3.6458333333333335,2.604166666666667
150,151,0.07291666666666667,0.013888888888888888,0.4305555555555556,0.017361111111111112,0.4652777777777778,21,4,124,5,134,PILAR,CENTRO EDUCATIVO SAN JOSE,56.57142857142857,43.42857142857143,26.589595375722546,21.387283236994218,19.364161849710978,12.427745664739886,11.271676300578036,6.358381502890174,2.601156069364162,24.66666666666667,25.333333333333336,18.666666666666668,13.333333333333336,10.666666666666668,5.333333333333334,2.0,28.061224489795915,18.367346938775512,19.897959183673468,11.734693877551019,11.734693877551019,7.142857142857142,3.0612244897959178
151,152,0.036101083032490974,0.021660649819494584,0.45126353790613716,0.018050541516245487,0.4729241877256318,10,6,125,5,131,PILAR,CENTRO EDUCATIVO SAN JOSE,50.85714285714285,49.14285714285714,21.51162790697675,20.63953488372093,18.6046511627907,18.313953488372096,11.046511627906975,5.813953488372092,4.069767441860465,18.452380952380953,21.428571428571427,23.809523809523807,17.857142857142858,10.119047619047619,5.357142857142857,2.976190476190476,24.431818181818183,19.88636363636364,13.636363636363635,18.75,11.931818181818182,6.25,5.113636363636363
152,153,0.036231884057971016,0.036231884057971016,0.5072463768115942,0.010869565217391304,0.40942028985507245,10,10,140,3,113,PILAR,CENTRO EDUCATIVO SAN JOSE,54.85714285714286,45.14285714285714,26.66666666666667,24.63768115942029,15.072463768115945,13.91304347826087,10.144927536231883,7.82608695652174,1.7391304347826086,26.282051282051288,25.64102564102564,14.743589743589745,12.82051282051282,9.615384615384617,8.333333333333332,2.564102564102564,26.984126984126984,23.809523809523807,15.343915343915345,14.814814814814813,10.582010582010582,7.4074074074074066,1.058201058201058
153,154,0.03793103448275862,0.020689655172413793,0.4862068965517241,0.0,0.45517241379310347,11,6,141,0,132,PILAR,CENTRO EDUCATIVO SAN JOSE,55.714285714285715,44.28571428571429,29.597701149425287,22.701149425287355,19.25287356321839,12.643678160919542,8.045977011494253,5.172413793103448,2.586206896551724,35.064935064935064,18.831168831168828,20.779220779220783,12.987012987012985,4.545454545454546,4.545454545454546,3.2467532467532463,25.25773195876289,25.773195876288657,18.041237113402058,12.371134020618555,10.82474226804124,5.6701030927835046,2.061855670103093
154,155,0.043795620437956206,0.029197080291970802,0.5401459854014599,0.01824817518248175,0.3686131386861314,12,8,148,5,101,PILAR,CENTRO EDUCATIVO SAN JOSE,54.85714285714286,45.14285714285714,25.507246376811594,25.79710144927536,21.15942028985507,13.623188405797103,7.246376811594202,4.3478260869565215,2.318840579710145,27.096774193548388,26.451612903225808,19.354838709677423,13.548387096774194,5.806451612903227,5.161290322580644,2.5806451612903225,24.210526315789476,25.26315789473684,22.63157894736842,13.684210526315795,8.421052631578947,3.6842105263157885,2.1052631578947367
155,156,0.04044117647058824,0.01838235294117647,0.5220588235294118,0.022058823529411766,0.39705882352941174,11,5,142,6,108,PILAR,CENTRO EDUCATIVO SAN JOSE,48.28571428571429,51.714285714285715,24.92753623188406,18.84057971014493,25.217391304347824,12.173913043478262,8.405797101449275,8.405797101449275,2.0289855072463765,27.374301675977648,16.201117318435752,25.698324022346373,11.731843575418994,9.497206703910614,7.262569832402235,2.23463687150838,22.289156626506024,21.686746987951807,24.69879518072289,12.650602409638553,7.2289156626506035,9.63855421686747,1.8072289156626504
156,157,0.021052631578947368,0.03508771929824561,0.4456140350877193,0.014035087719298246,0.4842105263157895,6,10,127,4,138,PILAR,CENTRO EDUCATIVO SAN JOSE,51.714285714285715,48.28571428571429,25.58139534883721,19.186046511627904,16.27906976744186,16.569767441860467,12.790697674418604,6.104651162790698,3.4883720930232562,22.424242424242426,19.393939393939394,18.181818181818183,15.151515151515152,12.727272727272727,7.272727272727272,4.848484848484849,28.49162011173184,18.994413407821227,14.52513966480447,17.877094972067038,12.849162011173187,5.027932960893856,2.23463687150838
157,158,0.02112676056338028,0.03169014084507042,0.4295774647887324,0.017605633802816902,0.5,6,9,122,5,142,PILAR,CENTRO EDUCATIVO SAN JOSE,54.85714285714286,45.14285714285714,21.637426900584803,24.26900584795321,20.175438596491226,16.374269005847953,11.403508771929824,4.093567251461988,2.046783625730994,20.779220779220783,23.376623376623375,20.129870129870127,17.532467532467532,11.03896103896104,3.8961038961038965,3.2467532467532463,22.34042553191489,25.0,20.212765957446805,15.425531914893615,11.702127659574465,4.25531914893617,1.0638297872340423
158,159,0.05653710247349823,0.02120141342756184,0.3215547703180212,0.0176678445229682,0.5830388692579506,16,6,91,5,165,PILAR,CENTRO EDUCATIVO SAN JOSE,52.28571428571429,47.714285714285715,20.930232558139533,20.63953488372093,17.441860465116278,20.63953488372093,11.33720930232558,6.395348837209302,2.6162790697674416,17.46987951807229,20.48192771084337,19.27710843373494,24.09638554216868,11.445783132530119,4.216867469879518,3.0120481927710845,24.15730337078652,20.786516853932586,15.730337078651687,17.415730337078653,11.235955056179774,8.426966292134832,2.247191011235955
159,160,0.031914893617021274,0.01773049645390071,0.48226950354609927,0.024822695035460994,0.4432624113475177,9,5,136,7,125,VILLA ASTOLFI,ESCUELA COMUNITARIA VILLA ASTOLFI,50.28571428571429,49.714285714285715,26.300578034682086,21.098265895953762,20.231213872832374,15.606936416184974,7.803468208092487,5.202312138728324,3.757225433526012,28.160919540229887,18.96551724137931,20.114942528735632,17.24137931034483,6.896551724137932,5.172413793103448,3.4482758620689653,24.41860465116279,23.255813953488367,20.348837209302324,13.953488372093025,8.720930232558139,5.232558139534883,4.069767441860465
160,161,0.04814814814814815,0.007407407407407408,0.3592592592592593,0.011111111111111112,0.5740740740740741,13,2,97,3,155,VILLA ASTOLFI,ESCUELA COMUNITARIA VILLA ASTOLFI,52.0,48.0,24.340175953079182,19.06158357771261,17.59530791788857,17.888563049853374,10.850439882697945,6.744868035190616,3.5190615835777126,20.35928143712575,23.353293413173645,18.562874251497004,20.35928143712575,7.7844311377245505,7.185628742514971,2.395209580838324,28.160919540229887,14.942528735632186,16.666666666666664,15.517241379310345,13.79310344827586,6.321839080459771,4.597701149425287
161,162,0.03225806451612903,0.007168458781362007,0.5017921146953405,0.03225806451612903,0.4265232974910394,9,2,140,9,119,VILLA ASTOLFI,ESCUELA COMUNITARIA VILLA ASTOLFI,54.0,46.0,27.456647398843927,22.832369942196532,17.341040462427745,14.739884393063585,10.115606936416183,6.069364161849711,1.4450867052023122,28.57142857142857,20.496894409937887,15.527950310559005,16.149068322981368,13.043478260869565,5.590062111801243,0.6211180124223602,26.486486486486488,24.86486486486487,18.918918918918923,13.513513513513516,7.5675675675675675,6.486486486486488,2.1621621621621623
