,mesa,1PAIS,CAMBIEMOS BUENOS AIRES,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,FRENTE JUSTICIALISTA,SUMEMOS PILAR,UNIDAD CIUDADANA,1PAIS cant,CAMBIEMOS BUENOS AIRES cant,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES cant,FRENTE JUSTICIALISTA cant,SUMEMOS PILAR cant,UNIDAD CIUDADANA cant,localidad,school,18-25,25-35,35-45,45-55,55-65,65-75,>75
155,159,0.07692307692307693,0.4423076923076923,0.03076923076923077,0.057692307692307696,0.038461538461538464,0.35384615384615387,20,115,8,15,10,92,Pilar,CENTRO DE FORMAC.LABORAL N°1,21.02102102102102,27.627627627627625,19.51951951951952,12.612612612612612,10.210210210210212,6.906906906906906,2.1021021021021022
156,160,0.09411764705882353,0.3568627450980392,0.07058823529411765,0.047058823529411764,0.050980392156862744,0.3803921568627451,24,91,18,12,13,97,Pilar,CENTRO DE FORMAC.LABORAL N°1,24.316109422492403,26.74772036474164,20.97264437689969,9.422492401215807,12.1580547112462,4.5592705167173255,1.8237082066869301
157,161,0.09523809523809523,0.32142857142857145,0.04365079365079365,0.07936507936507936,0.027777777777777776,0.43253968253968256,24,81,11,20,7,109,Pilar,CENTRO DE FORMAC.LABORAL N°1,24.9266862170088,25.21994134897361,14.956011730205278,17.59530791788857,10.850439882697945,4.6920821114369495,1.7595307917888563
158,162,0.07692307692307693,0.4048582995951417,0.048582995951417005,0.03643724696356275,0.05668016194331984,0.3765182186234818,19,100,12,9,14,93,Pilar,ESCUELA MUNIC.L.LAGOMARSINO,22.18844984802432,26.443768996960486,23.100303951367785,8.206686930091188,8.814589665653495,8.814589665653495,2.4316109422492405
159,163,0.11029411764705882,0.4485294117647059,0.029411764705882353,0.0625,0.04411764705882353,0.30514705882352944,30,122,8,17,12,83,Pilar,ESCUELA MUNIC.L.LAGOMARSINO,23.63636363636364,21.818181818181817,20.909090909090907,12.727272727272727,11.515151515151516,6.9696969696969715,2.4242424242424243
160,164,0.09302325581395349,0.3682170542635659,0.06589147286821706,0.05426356589147287,0.046511627906976744,0.37209302325581395,24,95,17,14,12,96,Pilar,ESCUELA MUNIC.L.LAGOMARSINO,17.10914454277286,23.893805309734518,22.418879056047203,14.749262536873154,10.914454277286136,6.489675516224189,4.424778761061948
161,165,0.08943089430894309,0.4268292682926829,0.06097560975609756,0.04065040650406504,0.016260162601626018,0.36585365853658536,22,105,15,10,4,90,Pilar,ESCUELA MUNIC.L.LAGOMARSINO,22.485207100591715,23.372781065088763,21.893491124260358,13.017751479289943,10.946745562130179,6.213017751479289,2.071005917159764
162,166,0.08461538461538462,0.38076923076923075,0.046153846153846156,0.05,0.038461538461538464,0.4,22,99,12,13,10,104,Pilar,ESCUELA MUNIC.L.LAGOMARSINO,19.402985074626862,19.70149253731343,21.79104477611941,14.626865671641793,11.641791044776118,8.656716417910449,4.179104477611942
163,167,0.12547528517110265,0.41064638783269963,0.034220532319391636,0.07604562737642585,0.034220532319391636,0.3193916349809886,33,108,9,20,9,84,Pilar,ESCUELA MUNIC.L.LAGOMARSINO,23.07692307692308,22.189349112426036,21.893491124260358,14.792899408284025,8.875739644970414,6.8047337278106514,2.366863905325444
164,168,0.11439114391143912,0.33579335793357934,0.04797047970479705,0.06642066420664207,0.04797047970479705,0.3874538745387454,31,91,13,18,13,105,Pilar,ESCUELA EP N°45/ES N°28,19.705882352941178,20.0,22.35294117647059,15.588235294117649,10.882352941176471,7.0588235294117645,4.411764705882354
165,169,0.10294117647058823,0.4338235294117647,0.07352941176470588,0.04411764705882353,0.04044117647058824,0.30514705882352944,28,118,20,12,11,83,Pilar,ESCUELA EP N°45/ES N°28,22.75449101796407,21.856287425149702,19.161676646706592,14.371257485029941,13.17365269461078,4.790419161676646,3.892215568862276
166,170,0.12030075187969924,0.39097744360902253,0.04887218045112782,0.041353383458646614,0.018796992481203006,0.37969924812030076,32,104,13,11,5,101,Pilar,ESCUELA EP N°45/ES N°28,28.22822822822823,20.12012012012012,22.52252252252252,12.312312312312311,6.906906906906906,6.006006006006006,3.903903903903904
167,171,0.10266159695817491,0.4790874524714829,0.04182509505703422,0.019011406844106463,0.022813688212927757,0.33460076045627374,27,126,11,5,6,88,Pilar,ESCUELA EP N°45/ES N°28,25.7396449704142,20.414201183431953,20.414201183431953,15.680473372781064,7.988165680473371,6.213017751479289,3.5502958579881656
168,172,0.10622710622710622,0.37362637362637363,0.054945054945054944,0.040293040293040296,0.054945054945054944,0.36996336996337,29,102,15,11,15,101,Pilar,ESCUELA EP N°45/ES N°28,20.77151335311573,23.14540059347181,25.519287833827892,14.243323442136498,8.011869436201781,6.231454005934718,2.0771513353115725
169,173,0.09274193548387097,0.42338709677419356,0.04032258064516129,0.04838709677419355,0.04032258064516129,0.3548387096774194,23,105,10,12,10,88,Pilar,ESCUELA EP N°45/ES N°28,26.946107784431142,20.05988023952096,19.46107784431138,16.46706586826347,10.179640718562874,4.790419161676646,2.0958083832335332
170,174,0.07633587786259542,0.4351145038167939,0.04580152671755725,0.04198473282442748,0.04198473282442748,0.35877862595419846,20,114,12,11,11,94,Pilar,ESCUELA EP N°45/ES N°28,25.21994134897361,24.633431085043988,16.129032258064516,16.129032258064516,9.677419354838712,5.571847507331379,2.6392961876832843
171,175,0.10408921933085502,0.4312267657992565,0.048327137546468404,0.06319702602230483,0.026022304832713755,0.3271375464684015,28,116,13,17,7,88,Pilar,ESCUELA EP N°45/ES N°28,16.867469879518072,25.602409638554214,21.385542168674696,12.951807228915662,12.349397590361445,5.421686746987952,5.421686746987952
172,176,0.1183206106870229,0.4198473282442748,0.0648854961832061,0.04961832061068702,0.05725190839694656,0.2900763358778626,31,110,17,13,15,76,Pilar,ESCUELA EP N°45/ES N°28,16.86390532544379,25.443786982248522,20.118343195266274,15.384615384615385,10.650887573964498,6.508875739644972,5.029585798816568
173,177,0.10780669144981413,0.5241635687732342,0.04460966542750929,0.022304832713754646,0.03717472118959108,0.26394052044609667,29,141,12,6,10,71,Pilar,ESCUELA EP N°45/ES N°28,26.900584795321635,21.052631578947366,17.543859649122805,13.450292397660814,10.8187134502924,5.5555555555555545,4.678362573099415
174,178,0.09266409266409266,0.4594594594594595,0.06177606177606178,0.03088803088803089,0.04247104247104247,0.3127413127413127,24,119,16,8,11,81,Pilar,ESCUELA EP N°45/ES N°28,23.44213649851632,19.584569732937684,21.958456973293767,16.320474777448073,9.19881305637982,5.637982195845697,3.8575667655786345
175,179,0.07114624505928854,0.5217391304347826,0.043478260869565216,0.03162055335968379,0.015810276679841896,0.31620553359683795,18,132,11,8,4,80,Pilar,ESCUELA EP N°8,23.235294117647058,20.588235294117645,19.705882352941178,15.294117647058822,11.470588235294118,6.1764705882352935,3.5294117647058822
176,180,0.07116104868913857,0.3707865168539326,0.056179775280898875,0.0599250936329588,0.033707865168539325,0.40823970037453183,19,99,15,16,9,109,Pilar,ESCUELA EP N°8,21.44927536231884,26.66666666666667,23.768115942028984,13.043478260869565,9.27536231884058,3.188405797101449,2.608695652173913
177,181,0.08527131782945736,0.4418604651162791,0.05426356589147287,0.05426356589147287,0.01937984496124031,0.3449612403100775,22,114,14,14,5,89,Pilar,ESCUELA EP N°8,20.535714285714285,19.642857142857142,22.619047619047624,13.98809523809524,11.607142857142858,6.547619047619048,5.059523809523808
178,182,0.08727272727272728,0.4218181818181818,0.05454545454545454,0.04727272727272727,0.04363636363636364,0.34545454545454546,24,116,15,13,12,95,Pilar,ESCUELA EP N°8,28.106508875739642,20.118343195266274,18.343195266272193,16.56804733727811,9.763313609467458,4.437869822485207,2.6627218934911245
179,183,0.11790393013100436,0.37554585152838427,0.048034934497816595,0.048034934497816595,0.017467248908296942,0.3930131004366812,27,86,11,11,4,90,Pilar,ESCUELA EP N°8,22.551928783382788,21.958456973293767,23.738872403560833,16.023738872403566,8.30860534124629,5.044510385756675,2.373887240356084
180,184,0.08712121212121213,0.4772727272727273,0.041666666666666664,0.05303030303030303,0.06439393939393939,0.2765151515151515,23,126,11,14,17,73,Pilar,ESCUELA EP N°8,23.353293413173645,20.05988023952096,19.760479041916167,17.065868263473057,8.083832335329339,8.083832335329339,3.5928143712574854
181,185,0.0859375,0.44140625,0.0546875,0.03515625,0.0625,0.3203125,22,113,14,9,16,82,Pilar,INSTITUTO MOD. PILAR(ES Y ES),24.324324324324326,21.621621621621625,20.12012012012012,13.513513513513516,12.012012012012011,3.903903903903904,4.504504504504505
182,186,0.09608540925266904,0.49466192170818507,0.03914590747330961,0.05693950177935943,0.060498220640569395,0.2526690391459075,27,139,11,16,17,71,Pilar,INSTITUTO MOD. PILAR(ES Y ES),22.02898550724637,20.869565217391305,23.768115942028984,13.91304347826087,8.405797101449275,6.666666666666668,4.3478260869565215
183,187,0.12406015037593984,0.424812030075188,0.03383458646616541,0.06015037593984962,0.041353383458646614,0.3157894736842105,33,113,9,16,11,84,Pilar,INSTITUTO MOD. PILAR(ES Y ES),20.783132530120486,19.578313253012052,22.289156626506024,17.16867469879518,7.53012048192771,8.433734939759036,4.216867469879518
184,188,0.08015267175572519,0.5076335877862596,0.03435114503816794,0.019083969465648856,0.026717557251908396,0.3320610687022901,21,133,9,5,7,87,Pilar,INSTITUTO MOD. PILAR(ES Y ES),19.877675840978593,24.770642201834864,21.406727828746178,11.620795107033642,11.620795107033642,7.6452599388379205,3.058103975535168
185,189,0.10830324909747292,0.4223826714801444,0.039711191335740074,0.032490974729241874,0.02888086642599278,0.36823104693140796,30,117,11,9,8,102,Pilar,INSTITUTO MOD. PILAR(ES Y ES),24.404761904761905,19.940476190476197,24.404761904761905,11.904761904761903,9.821428571428571,6.25,3.273809523809524
186,190,0.07720588235294118,0.5,0.06985294117647059,0.051470588235294115,0.029411764705882353,0.27205882352941174,21,136,19,14,8,74,Pilar,INSTITUTO MOD. PILAR(ES Y ES),17.559523809523807,19.345238095238095,21.13095238095238,16.36904761904762,12.5,6.547619047619048,6.547619047619048
187,191,0.0931899641577061,0.46236559139784944,0.043010752688172046,0.02867383512544803,0.043010752688172046,0.32974910394265233,26,129,12,8,12,92,Pilar,INSTITUTO MOD. PILAR(ES Y ES),23.9067055393586,23.03206997084548,23.03206997084548,10.20408163265306,10.495626822157435,6.705539358600582,2.623906705539359
188,192,0.12992125984251968,0.32677165354330706,0.027559055118110236,0.047244094488188976,0.015748031496062992,0.452755905511811,33,83,7,12,4,115,Pilar,INSTITUTO MOD. PILAR(ES Y ES),23.44213649851632,28.486646884273,20.77151335311573,10.385756676557863,7.4183976261127595,5.341246290801187,4.154302670623145
189,193,0.1039426523297491,0.36917562724014336,0.043010752688172046,0.03225806451612903,0.02867383512544803,0.4229390681003584,29,103,12,9,8,118,Pilar,INSTITUTO MOD. PILAR(ES Y ES),23.72372372372373,27.32732732732733,18.918918918918923,14.714714714714713,10.51051051051051,3.603603603603604,1.2012012012012012
190,194,0.0875,0.475,0.05,0.041666666666666664,0.029166666666666667,0.31666666666666665,21,114,12,10,7,76,Pilar,INSTITUTO MOD. PILAR(ES Y ES),23.123123123123122,20.420420420420424,21.621621621621625,12.012012012012011,10.810810810810812,7.807807807807808,4.2042042042042045
191,195,0.08888888888888889,0.3962962962962963,0.05185185185185185,0.07777777777777778,0.044444444444444446,0.34074074074074073,24,107,14,21,12,92,Pilar,INSTITUTO MOD. PILAR(ES Y ES),21.25748502994012,22.15568862275449,23.353293413173645,13.17365269461078,11.976047904191615,5.688622754491018,2.395209580838324
192,196,0.08239700374531835,0.40823970037453183,0.026217228464419477,0.04868913857677903,0.0749063670411985,0.3595505617977528,22,109,7,13,20,96,Pilar,INSTITUTO MOD. PILAR(ES Y ES),23.32361516034985,26.239067055393587,21.865889212827987,9.620991253644316,7.871720116618077,6.997084548104956,4.081632653061225
193,197,0.10074626865671642,0.45149253731343286,0.041044776119402986,0.05223880597014925,0.06716417910447761,0.2873134328358209,27,121,11,14,18,77,Pilar,ESCUELA ES N°13/EP N°42,18.950437317784253,26.530612244897963,21.57434402332361,14.285714285714285,10.787172011661806,4.664723032069972,3.206997084548105
194,198,0.08860759493670886,0.3755274261603376,0.06329113924050633,0.04219409282700422,0.029535864978902954,0.4008438818565401,21,89,15,10,7,95,Pilar,ESCUELA ES N°13/EP N°42,30.239520958083833,21.25748502994012,19.161676646706592,13.772455089820358,8.982035928143713,4.1916167664670665,2.395209580838324
195,199,0.0859375,0.3984375,0.0234375,0.0234375,0.0390625,0.4296875,22,102,6,6,10,110,Pilar,ESCUELA ES N°13/EP N°42,23.66863905325444,22.485207100591715,21.893491124260358,12.721893491124261,9.467455621301776,5.325443786982249,4.437869822485207
196,200,0.06296296296296296,0.5592592592592592,0.040740740740740744,0.037037037037037035,0.03333333333333333,0.26666666666666666,17,151,11,10,9,72,Pilar,ESCUELA ES N°13/EP N°42,20.35398230088496,19.76401179941003,21.53392330383481,14.15929203539823,10.914454277286136,8.259587020648969,5.014749262536873
197,201,0.0962962962962963,0.42962962962962964,0.040740740740740744,0.04814814814814815,0.05185185185185185,0.3333333333333333,26,116,11,13,14,90,Pilar,ESCUELA ES N°13/EP N°42,19.51951951951952,22.52252252252252,24.024024024024023,12.912912912912915,9.00900900900901,7.207207207207206,4.804804804804805
198,202,0.1062992125984252,0.4015748031496063,0.023622047244094488,0.05905511811023622,0.03937007874015748,0.3700787401574803,27,102,6,15,10,94,Pilar,ESCUELA ES N°13/EP N°42,23.372781065088763,21.597633136094675,23.07692307692308,10.946745562130179,10.059171597633137,6.213017751479289,4.733727810650888
199,203,0.09056603773584905,0.5283018867924528,0.07169811320754717,0.03773584905660377,0.052830188679245285,0.2188679245283019,24,140,19,10,14,58,Pilar,ESCUELA ES N°13/EP N°42,22.848664688427302,20.77151335311573,20.1780415430267,16.023738872403566,10.08902077151335,6.824925816023739,3.2640949554896146
200,204,0.07792207792207792,0.5324675324675324,0.06493506493506493,0.012987012987012988,0.06493506493506493,0.24675324675324675,6,41,5,1,5,19,Pilar,ESCUELA ES N°13/EP N°42,21.27659574468085,15.957446808510639,19.148936170212764,23.40425531914893,6.382978723404255,6.382978723404255,7.446808510638298
201,205,0.10424710424710425,0.44015444015444016,0.04247104247104247,0.02702702702702703,0.023166023166023165,0.36293436293436293,27,114,11,7,6,94,Manzanares,ESCUELA EP N°10/ES N°20,24.62908011869436,21.364985163204746,23.44213649851632,17.507418397626108,6.824925816023739,4.154302670623145,2.0771513353115725
202,206,0.05405405405405406,0.4826254826254826,0.03088803088803089,0.03474903474903475,0.03861003861003861,0.3590733590733591,14,125,8,9,10,93,Manzanares,ESCUELA EP N°10/ES N°20,24.03560830860534,25.816023738872403,20.1780415430267,12.462908011869436,7.121661721068249,6.824925816023739,3.560830860534125
203,207,0.05776173285198556,0.5379061371841155,0.036101083032490974,0.05415162454873646,0.01444043321299639,0.2996389891696751,16,149,10,15,4,83,Manzanares,ESCUELA EP N°10/ES N°20,19.345238095238095,25.892857142857146,17.261904761904766,17.261904761904766,13.095238095238097,4.761904761904762,2.380952380952381
204,208,0.1037037037037037,0.5814814814814815,0.022222222222222223,0.02962962962962963,0.011111111111111112,0.2518518518518518,28,157,6,8,3,68,Manzanares,ESCUELA EP N°10/ES N°20,23.564954682779454,18.12688821752266,24.77341389728097,13.293051359516618,9.667673716012084,5.740181268882174,4.833836858006042
205,209,0.09126984126984126,0.5317460317460317,0.015873015873015872,0.051587301587301584,0.027777777777777776,0.28174603174603174,23,134,4,13,7,71,Manzanares,ESCUELA EP N°10/ES N°20,27.32732732732733,20.12012012012012,24.024024024024023,11.111111111111109,10.210210210210212,4.804804804804805,2.4024024024024024
206,210,0.14566929133858267,0.49606299212598426,0.01968503937007874,0.051181102362204724,0.031496062992125984,0.2559055118110236,37,126,5,13,8,65,Manzanares,ESCUELA EP N°10/ES N°20,24.33234421364985,20.77151335311573,20.77151335311573,16.320474777448073,9.792284866468842,5.341246290801187,2.6706231454005933
207,211,0.07526881720430108,0.5017921146953405,0.06093189964157706,0.04659498207885305,0.03942652329749104,0.27598566308243727,21,140,17,13,11,77,Manzanares,ESCUELA EP N°10/ES N°20,23.952095808383238,23.353293413173645,16.46706586826347,17.66467065868264,10.479041916167665,6.2874251497005975,1.7964071856287425
208,212,0.06390977443609022,0.5451127819548872,0.05263157894736842,0.041353383458646614,0.045112781954887216,0.2518796992481203,17,145,14,11,12,67,Manzanares,ESCUELA EP N°10/ES N°20,21.45015105740181,22.960725075528696,19.939577039274926,19.637462235649547,10.271903323262839,3.3232628398791544,2.416918429003021
209,213,0.08333333333333333,0.5036231884057971,0.06521739130434782,0.06159420289855073,0.025362318840579712,0.2608695652173913,23,139,18,17,7,72,Manzanares,ESCUELA EP N°17,33.035714285714285,17.559523809523807,21.13095238095238,15.476190476190474,5.952380952380952,4.166666666666666,2.6785714285714284
210,214,0.08614232209737828,0.50187265917603,0.033707865168539325,0.04868913857677903,0.026217228464419477,0.30337078651685395,23,134,9,13,7,81,Manzanares,ESCUELA EP N°17,20.77151335311573,24.03560830860534,21.06824925816024,16.023738872403566,10.08902077151335,5.9347181008902075,2.0771513353115725
211,215,0.08518518518518518,0.44074074074074077,0.044444444444444446,0.05185185185185185,0.014814814814814815,0.362962962962963,23,119,12,14,4,98,Manzanares,ESCUELA EP N°17,30.33033033033033,21.32132132132132,23.72372372372373,11.411411411411411,5.405405405405406,6.906906906906906,0.9009009009009008
212,216,0.10227272727272728,0.42803030303030304,0.022727272727272728,0.06439393939393939,0.022727272727272728,0.35984848484848486,27,113,6,17,6,95,Manzanares,ESCUELA EP N°17,27.92792792792793,19.81981981981982,19.51951951951952,12.912912912912915,8.708708708708707,8.708708708708707,2.4024024024024024
213,217,0.09859154929577464,0.4471830985915493,0.056338028169014086,0.04929577464788732,0.045774647887323945,0.3028169014084507,28,127,16,14,13,86,Manzanares,ESCUELA EP N°17,23.372781065088763,23.96449704142012,20.710059171597635,15.680473372781064,7.6923076923076925,6.8047337278106514,1.7751479289940828
214,218,0.08955223880597014,0.5261194029850746,0.03731343283582089,0.033582089552238806,0.014925373134328358,0.29850746268656714,24,141,10,9,4,80,Manzanares,ESCUELA EP N°17,25.748502994011968,20.35928143712575,19.760479041916167,15.868263473053892,11.077844311377245,4.790419161676646,2.395209580838324
215,219,0.09558823529411764,0.5808823529411765,0.04411764705882353,0.05514705882352941,0.011029411764705883,0.21323529411764705,26,158,12,15,3,58,Manzanares,ESCUELA EP N°17,24.39024390243902,22.256097560975608,19.817073170731707,14.9390243902439,9.146341463414632,7.01219512195122,2.4390243902439024
216,220,0.12406015037593984,0.5037593984962406,0.03007518796992481,0.05639097744360902,0.015037593984962405,0.2706766917293233,33,134,8,15,4,72,Manzanares,ESCUELA EP N°19,21.32132132132132,22.222222222222218,22.52252252252252,14.714714714714713,11.711711711711711,4.504504504504505,3.003003003003003
217,221,0.11538461538461539,0.5692307692307692,0.04230769230769231,0.03461538461538462,0.023076923076923078,0.2153846153846154,30,148,11,9,6,56,Manzanares,ESCUELA EP N°19,23.05389221556886,23.353293413173645,20.05988023952096,14.97005988023952,8.083832335329339,7.48502994011976,2.9940119760479043
218,222,0.10727969348659004,0.5019157088122606,0.03065134099616858,0.038314176245210725,0.01532567049808429,0.3065134099616858,28,131,8,10,4,80,Manzanares,ESCUELA EP N°19,21.958456973293767,20.47477744807121,21.364985163204746,15.430267062314538,8.011869436201781,9.19881305637982,3.560830860534125
219,223,0.10810810810810811,0.5096525096525096,0.04247104247104247,0.07335907335907337,0.023166023166023165,0.24324324324324326,28,132,11,19,6,63,Manzanares,ESCUELA EP N°19,21.301775147929,17.45562130177515,22.7810650887574,20.414201183431953,9.171597633136097,6.213017751479289,2.6627218934911245
220,224,0.0946969696969697,0.5151515151515151,0.045454545454545456,0.045454545454545456,0.011363636363636364,0.2878787878787879,25,136,12,12,3,76,Manzanares,ESCUELA EP N°19,22.388059701492534,25.07462686567164,20.29850746268657,16.716417910447767,7.7611940298507465,6.26865671641791,1.4925373134328357
221,225,0.0860655737704918,0.45081967213114754,0.036885245901639344,0.028688524590163935,0.02459016393442623,0.3729508196721312,21,110,9,7,6,91,Manzanares,ESCUELA EP N°19,28.739002932551323,19.941348973607038,19.354838709677423,12.903225806451614,10.557184750733137,6.744868035190616,1.7595307917888563
222,226,0.10196078431372549,0.47058823529411764,0.050980392156862744,0.043137254901960784,0.0196078431372549,0.3137254901960784,26,120,13,11,5,80,Manzanares,ESCUELA EP N°19,26.923076923076927,20.710059171597635,19.526627218934916,16.86390532544379,9.171597633136097,5.029585798816568,1.7751479289940828
223,227,0.09191176470588236,0.4485294117647059,0.051470588235294115,0.0661764705882353,0.025735294117647058,0.3161764705882353,25,122,14,18,7,86,Manzanares,ESCUELA ES N°9,19.393939393939394,23.03030303030303,23.939393939393934,17.575757575757574,7.878787878787877,6.363636363636362,1.818181818181818
224,228,0.09266409266409266,0.5791505791505791,0.04633204633204633,0.03861003861003861,0.02702702702702703,0.21621621621621623,24,150,12,10,7,56,Manzanares,ESCUELA ES N°9,27.810650887573967,17.75147928994083,20.710059171597635,15.680473372781064,10.059171597633137,5.621301775147929,2.366863905325444
225,229,0.11923076923076924,0.4076923076923077,0.023076923076923078,0.05384615384615385,0.023076923076923078,0.3730769230769231,31,106,6,14,6,97,Manzanares,ESCUELA ES N°9,25.748502994011968,25.748502994011968,19.760479041916167,15.269461077844312,5.9880239520958085,5.089820359281437,2.395209580838324
226,230,0.096045197740113,0.5084745762711864,0.01694915254237288,0.022598870056497175,0.011299435028248588,0.3446327683615819,17,90,3,4,2,61,Manzanares,ESCUELA ES N°9,25.462962962962965,18.055555555555557,19.44444444444445,15.74074074074074,8.796296296296298,9.722222222222225,2.7777777777777777
227,231,0.12411347517730496,0.2978723404255319,0.05673758865248227,0.04609929078014184,0.031914893617021274,0.4432624113475177,35,84,16,13,9,125,Derqui,ESCUELA EP N°11/ES N°38,25.0,20.63953488372093,21.22093023255814,14.244186046511626,9.883720930232558,5.5232558139534875,3.4883720930232562
228,232,0.14982578397212543,0.3240418118466899,0.027874564459930314,0.06968641114982578,0.03484320557491289,0.39372822299651566,43,93,8,20,10,113,Derqui,ESCUELA EP N°11/ES N°38,27.56598240469208,24.633431085043988,20.821114369501466,12.023460410557187,8.21114369501466,4.398826979472142,2.3460410557184748
229,233,0.13333333333333333,0.2777777777777778,0.02962962962962963,0.05925925925925926,0.02962962962962963,0.4703703703703704,36,75,8,16,8,127,Derqui,ESCUELA EP N°11/ES N°38,17.579250720461097,23.05475504322766,26.512968299711808,11.23919308357349,8.645533141210375,7.204610951008647,5.763688760806915
230,234,0.09615384615384616,0.3269230769230769,0.03461538461538462,0.05,0.06153846153846154,0.4307692307692308,25,85,9,13,16,112,Derqui,ESCUELA EP N°11/ES N°38,22.965116279069772,29.360465116279073,18.313953488372096,12.5,8.13953488372093,5.5232558139534875,3.1976744186046515
231,235,0.10507246376811594,0.4057971014492754,0.028985507246376812,0.050724637681159424,0.06521739130434782,0.3442028985507246,29,112,8,14,18,95,Derqui,ESCUELA EP N°11/ES N°38,18.128654970760234,25.730994152046787,18.71345029239766,18.421052631578945,8.771929824561402,5.847953216374267,4.385964912280701
232,236,0.14760147601476015,0.35793357933579334,0.02952029520295203,0.04797047970479705,0.025830258302583026,0.39114391143911437,40,97,8,13,7,106,Derqui,ESCUELA EP N°11/ES N°38,23.05389221556886,20.65868263473054,24.850299401197606,11.676646706586823,11.976047904191615,5.688622754491018,2.0958083832335332
233,237,0.10566037735849057,0.3471698113207547,0.07924528301886792,0.03773584905660377,0.026415094339622643,0.4037735849056604,28,92,21,10,7,107,Derqui,ESCUELA EP N°11/ES N°38,25.373134328358212,27.462686567164177,14.029850746268654,12.238805970149254,11.343283582089553,7.4626865671641776,2.0895522388059704
234,238,0.18702290076335878,0.2480916030534351,0.04961832061068702,0.07251908396946564,0.03435114503816794,0.4083969465648855,49,65,13,19,9,107,Derqui,ESCUELA EP N°11/ES N°38,28.529411764705877,28.235294117647058,14.117647058823529,13.823529411764708,9.117647058823527,4.411764705882354,1.7647058823529411
235,239,0.14130434782608695,0.29347826086956524,0.03985507246376811,0.08333333333333333,0.018115942028985508,0.42391304347826086,39,81,11,23,5,117,Derqui,ESCUELA EP N°11/ES N°38,31.578947368421048,22.222222222222218,16.95906432748538,13.742690058479534,9.064327485380117,3.5087719298245608,2.9239766081871337
236,240,0.07777777777777778,0.22592592592592592,0.05555555555555555,0.11851851851851852,0.018518518518518517,0.5037037037037037,21,61,15,32,5,136,Derqui,ESCUELA EP N°11/ES N°38,26.33136094674556,23.96449704142012,19.230769230769234,17.159763313609467,7.6923076923076925,3.2544378698224854,2.366863905325444
237,241,0.1323529411764706,0.39338235294117646,0.025735294117647058,0.05514705882352941,0.01838235294117647,0.375,36,107,7,15,5,102,Derqui,ESCUELA EP N°22,27.94117647058824,25.588235294117645,15.294117647058822,10.882352941176471,10.882352941176471,6.1764705882352935,3.2352941176470598
238,242,0.09854014598540146,0.35036496350364965,0.040145985401459854,0.0364963503649635,0.0364963503649635,0.43795620437956206,27,96,11,10,10,120,Derqui,ESCUELA EP N°22,20.833333333333336,27.67857142857143,24.404761904761905,15.476190476190474,5.952380952380952,4.166666666666666,1.488095238095238
239,243,0.116,0.348,0.04,0.06,0.036,0.4,29,87,10,15,9,100,Derqui,ESCUELA EP N°22,24.709302325581394,23.837209302325586,18.313953488372096,15.116279069767439,10.465116279069766,4.3604651162790695,3.1976744186046515
240,244,0.072,0.356,0.04,0.044,0.032,0.456,18,89,10,11,8,114,Derqui,ESCUELA EP N°22,26.646706586826355,25.149700598802394,19.760479041916167,13.772455089820358,8.083832335329339,4.1916167664670665,2.395209580838324
241,245,0.11742424242424243,0.3712121212121212,0.04924242424242424,0.04924242424242424,0.022727272727272728,0.39015151515151514,31,98,13,13,6,103,Derqui,ESCUELA EP N°22,22.15568862275449,21.556886227544908,22.15568862275449,16.167664670658677,11.976047904191615,3.293413173652695,2.6946107784431144
242,246,0.08185053380782918,0.4483985765124555,0.03914590747330961,0.03558718861209965,0.03558718861209965,0.3594306049822064,23,126,11,10,10,101,Derqui,ESCUELA EP N°22,25.79710144927536,22.02898550724637,19.710144927536234,15.072463768115945,12.173913043478262,3.4782608695652173,1.7391304347826086
243,247,0.1348314606741573,0.36329588014981273,0.033707865168539325,0.0449438202247191,0.04868913857677903,0.37453183520599254,36,97,9,12,13,100,Derqui,ESCUELA EP N°22,20.05988023952096,22.75449101796407,21.856287425149702,13.17365269461078,10.179640718562874,10.179640718562874,1.7964071856287425
244,248,0.10606060606060606,0.4015151515151515,0.045454545454545456,0.041666666666666664,0.06439393939393939,0.3409090909090909,28,106,12,11,17,90,Derqui,ESCUELA EP N°22,22.089552238805965,22.089552238805965,19.70149253731343,18.507462686567163,8.955223880597012,5.6716417910447765,2.985074626865672
245,249,0.0898876404494382,0.30337078651685395,0.0449438202247191,0.0749063670411985,0.02247191011235955,0.46441947565543074,24,81,12,20,6,124,Derqui,ESCUELA EP N°22,24.9266862170088,26.39296187683284,22.287390029325515,10.557184750733137,7.624633431085044,4.98533724340176,3.2258064516129035
246,250,0.07829181494661921,0.30604982206405695,0.05338078291814947,0.07829181494661921,0.028469750889679714,0.4555160142348754,22,86,15,22,8,128,Derqui,COLEGIO PRIMARIO PTE.DERQUI,22.455089820359284,27.24550898203593,21.556886227544908,11.077844311377245,9.880239520958083,5.9880239520958085,1.7964071856287425
247,251,0.11313868613138686,0.3175182481751825,0.07664233576642336,0.051094890510948905,0.032846715328467155,0.40875912408759124,31,87,21,14,9,112,Derqui,COLEGIO PRIMARIO PTE.DERQUI,23.952095808383238,24.850299401197606,19.760479041916167,10.778443113772457,10.479041916167665,5.688622754491018,4.491017964071856
